cycle,time,phi,Ex,Ey
8160,4.08e-08,4.535560e-01,4.936191e-01,-1.218996e-01
8180,4.09e-08,4.589417e-01,5.320645e-01,-3.857112e-02
8200,4.1e-08,4.747132e-01,4.753030e-01,-4.954718e-02
8220,4.11e-08,4.861007e-01,6.619886e-01,-1.473520e-02
8240,4.12e-08,4.897104e-01,5.259215e-01,4.578509e-02
8260,4.13e-08,4.994943e-01,5.265718e-01,-6.411883e-02
8280,4.14e-08,5.308061e-01,5.346511e-01,-1.505822e-01
8300,4.15e-08,5.789090e-01,5.347030e-01,-8.661541e-02
8320,4.16e-08,6.240865e-01,5.880601e-01,-1.092927e-01
8340,4.17e-08,6.573225e-01,6.111261e-01,2.968984e-02
8360,4.18e-08,6.959239e-01,6.465890e-01,-1.422693e-01
8380,4.19e-08,7.505000e-01,6.382425e-01,1.592362e-02
8400,4.2e-08,7.862207e-01,6.377116e-01,-6.808553e-02
8420,4.21e-08,7.926957e-01,5.594685e-01,-1.466601e-01
8440,4.22e-08,7.832453e-01,6.099752e-01,-1.409995e-01
8460,4.23e-08,7.788303e-01,5.868741e-01,6.402861e-02
8480,4.24e-08,7.745760e-01,4.096165e-01,-2.278608e-01
8500,4.25e-08,7.395650e-01,4.444368e-01,2.786700e-02
8520,4.26e-08,6.816185e-01,5.348603e-01,-5.798956e-02
8540,4.27e-08,6.320462e-01,3.721194e-01,2.372054e-02
8560,4.28e-08,5.997540e-01,4.773467e-01,2.012861e-02
8580,4.29e-08,5.685503e-01,2.831735e-01,-1.251399e-01
8600,4.3e-08,5.317691e-01,3.481920e-01,9.817957e-02
8620,4.31e-08,4.933376e-01,4.239578e-01,1.381658e-01
8640,4.32e-08,4.730890e-01,3.763646e-01,1.215048e-01
8660,4.33e-08,4.700090e-01,2.960342e-01,-2.219863e-02
8680,4.34e-08,4.759368e-01,3.975826e-01,-3.640311e-02
8700,4.35e-08,4.736067e-01,3.612780e-01,-5.442752e-02
8720,4.36e-08,4.636978e-01,3.848696e-01,-5.459958e-02
8740,4.37e-08,4.572644e-01,3.126792e-01,5.960335e-03
8760,4.38e-08,4.697615e-01,4.467607e-01,1.001376e-02
8780,4.39e-08,4.851648e-01,5.170402e-01,-2.965804e-02
8800,4.4e-08,4.951536e-01,5.625756e-01,-1.097606e-01
8820,4.41e-08,4.966600e-01,4.373995e-01,-1.273888e-01
8840,4.42e-08,5.079473e-01,3.839777e-01,-6.283657e-02
8860,4.43e-08,5.430545e-01,5.852648e-01,-1.232193e-01
8880,4.44e-08,5.887036e-01,6.244266e-01,-1.868764e-02
8900,4.45e-08,6.217710e-01,3.967505e-01,-2.293236e-02
8920,4.46e-08,6.562883e-01,5.456600e-01,-1.343132e-01
8940,4.47e-08,6.936326e-01,6.876183e-01,-7.630667e-02
8960,4.48e-08,7.320839e-01,6.673372e-01,-9.584224e-02
8980,4.49e-08,7.577835e-01,6.986502e-01,-8.677828e-02
9000,4.5e-08,7.679557e-01,6.469190e-01,-1.254137e-02
9020,4.51e-08,7.603477e-01,5.895078e-01,9.970602e-02
9040,4.52e-08,7.530839e-01,4.904113e-01,-7.534932e-02
9060,4.53e-08,7.400330e-01,5.626131e-01,-1.825922e-01
9080,4.54e-08,7.059573e-01,5.282571e-01,-2.213939e-02
9100,4.55e-08,6.563046e-01,5.712302e-01,-2.112355e-02
9120,4.56e-08,6.113381e-01,3.757475e-01,-1.292878e-01
9140,4.57e-08,5.803460e-01,2.985397e-01,-1.647119e-01
9160,4.58e-08,5.575282e-01,5.007716e-01,-4.324155e-02
9180,4.59e-08,5.266440e-01,4.486766e-01,-4.165850e-02
9200,4.6e-08,4.946418e-01,3.659456e-01,-8.308965e-02
9220,4.61e-08,4.737282e-01,2.298905e-01,-4.635509e-02
9240,4.62e-08,4.753271e-01,3.725270e-01,-1.301008e-01
9260,4.63e-08,4.818076e-01,4.125714e-01,5.706207e-02
9280,4.64e-08,4.789415e-01,2.894532e-01,3.619209e-02
9300,4.65e-08,4.682055e-01,4.944322e-01,2.205300e-03
9320,4.66e-08,4.661123e-01,5.362550e-01,8.351148e-02
9340,4.67e-08,4.777835e-01,4.840878e-01,-5.693066e-02
9360,4.68e-08,4.930712e-01,3.807540e-01,1.318737e-01
9380,4.69e-08,4.996118e-01,4.308675e-01,9.448033e-03
9400,4.7e-08,5.023738e-01,4.200567e-01,1.272314e-01
9420,4.71e-08,5.178201e-01,5.706216e-01,-1.154166e-01
9440,4.72e-08,5.575724e-01,4.154233e-01,-1.417950e-01
9460,4.73e-08,5.956066e-01,5.949038e-01,-4.020982e-02
9480,4.74e-08,6.212580e-01,6.120394e-01,-2.138045e-01
9500,4.75e-08,6.508038e-01,5.315373e-01,-7.014959e-02
9520,4.76e-08,6.886300e-01,6.912999e-01,-5.169774e-02
9540,4.77e-08,7.208438e-01,7.708866e-01,-5.354752e-02
9560,4.78e-08,7.367206e-01,5.213315e-01,-1.098274e-01
9580,4.79e-08,7.301804e-01,4.781871e-01,3.327623e-02
9600,4.8e-08,7.258129e-01,5.077761e-01,-5.456094e-02
9620,4.81e-08,7.244140e-01,4.315107e-01,-4.900477e-02
9640,4.82e-08,7.055962e-01,4.058986e-01,-4.872678e-02
9660,4.83e-08,6.682668e-01,4.615154e-01,3.604798e-02
9680,4.84e-08,6.233051e-01,4.360609e-01,-9.410602e-02
9700,4.85e-08,5.901560e-01,3.629616e-01,-7.769776e-02
9720,4.86e-08,5.699016e-01,3.894508e-01,6.597427e-02
9740,4.87e-08,5.462059e-01,3.721710e-01,-4.067345e-02
9760,4.88e-08,5.163720e-01,3.024017e-01,1.351213e-03
9780,4.89e-08,4.915033e-01,3.763126e-01,-1.707343e-01
9800,4.9e-08,4.810297e-01,3.430638e-01,-4.636110e-02
9820,4.91e-08,4.828850e-01,3.118232e-01,-3.281314e-02
9840,4.92e-08,4.836143e-01,3.838903e-01,-1.042026e-01
9860,4.93e-08,4.806024e-01,5.007063e-01,-3.623066e-02
9880,4.94e-08,4.784855e-01,3.946028e-01,-1.221769e-01
9900,4.95e-08,4.794540e-01,6.692460e-01,-3.363845e-02
9920,4.96e-08,4.872731e-01,5.120209e-01,-6.054240e-02
9940,4.97e-08,4.986707e-01,5.199146e-01,-1.886205e-01
9960,4.98e-08,5.052209e-01,4.480017e-01,-1.292790e-01
9980,4.99e-08,5.132906e-01,4.962498e-01,-1.299520e-01
10000,5e-08,5.320116e-01,5.182222e-01,-8.251906e-02
10020,5.01e-08,5.608111e-01,4.398285e-01,-1.381283e-02
10040,5.02e-08,5.941539e-01,6.609069e-01,-3.556558e-02
10060,5.03e-08,6.155743e-01,5.801727e-01,5.188966e-02
10080,5.04e-08,6.409040e-01,6.000111e-01,-1.102993e-01
10100,5.05e-08,6.771930e-01,5.449803e-01,-8.578739e-03
10120,5.06e-08,7.064760e-01,4.296673e-01,-5.465407e-02
10140,5.07e-08,7.142928e-01,5.938858e-01,-2.191725e-02
10160,5.08e-08,7.070888e-01,5.997662e-01,3.357253e-02
10180,5.09e-08,7.003668e-01,6.392013e-01,-4.081761e-03
10200,5.1e-08,6.989830e-01,4.341323e-01,-6.533747e-02
10220,5.11e-08,6.831560e-01,4.166861e-01,9.585925e-02
10240,5.12e-08,6.454996e-01,3.807369e-01,-3.503967e-02
10260,5.13e-08,6.042545e-01,4.341428e-01,3.193886e-02
10280,5.14e-08,5.830502e-01,4.623809e-01,-8.371802e-02
10300,5.15e-08,5.655449e-01,4.443143e-01,-1.053866e-01
10320,5.16e-08,5.424554e-01,4.684597e-01,-1.456459e-01
10340,5.17e-08,5.157999e-01,3.375288e-01,-1.129532e-02
10360,5.18e-08,4.958079e-01,4.277540e-01,1.587948e-01
10380,5.19e-08,4.896289e-01,4.153245e-01,-1.099883e-02
10400,5.2e-08,4.902846e-01,4.083002e-01,-1.797925e-03
10420,5.21e-08,4.872644e-01,4.693516e-01,7.047810e-02
10440,5.22e-08,4.857231e-01,4.848363e-01,-4.312957e-02
10460,5.23e-08,4.814347e-01,3.848276e-01,-2.513156e-02
10480,5.24e-08,4.813837e-01,4.169130e-01,-4.747164e-02
10500,5.25e-08,4.952104e-01,3.302888e-01,-5.036937e-02
10520,5.26e-08,5.071196e-01,3.879321e-01,-2.005268e-01
10540,5.27e-08,5.086203e-01,5.309737e-01,1.179941e-02
10560,5.28e-08,5.108119e-01,4.080067e-01,-2.172868e-01
10580,5.29e-08,5.296244e-01,5.521026e-01,-5.426726e-02
10600,5.3e-08,5.619861e-01,5.187442e-01,2.944117e-02
10620,5.31e-08,5.879138e-01,5.333256e-01,-7.943608e-02
10640,5.32e-08,6.063083e-01,5.485228e-01,-2.805885e-01
10660,5.33e-08,6.259386e-01,5.696210e-01,-9.178717e-02
10680,5.34e-08,6.558859e-01,5.205377e-01,1.543243e-02
10700,5.35e-08,6.859438e-01,6.639677e-01,-1.084044e-01
10720,5.36e-08,6.932433e-01,5.047091e-01,-2.196333e-01
10740,5.37e-08,6.821476e-01,4.143305e-01,-2.083218e-01
10760,5.38e-08,6.756161e-01,4.108010e-01,-7.435621e-02
10780,5.39e-08,6.792704e-01,4.813435e-01,1.812422e-02
10800,5.4e-08,6.709043e-01,3.051403e-01,-2.222946e-01
10820,5.41e-08,6.371415e-01,4.909974e-01,-8.337151e-02
10840,5.42e-08,5.970970e-01,3.779485e-01,-4.460554e-02
10860,5.43e-08,5.743596e-01,5.080755e-01,-1.206085e-01
10880,5.44e-08,5.649074e-01,4.338246e-01,-1.701595e-01
10900,5.45e-08,5.467846e-01,3.261503e-01,-1.160675e-01
10920,5.46e-08,5.197111e-01,4.881413e-01,-5.299434e-03
10940,5.47e-08,5.000549e-01,4.110232e-01,-5.414079e-02
10960,5.48e-08,4.918822e-01,5.566781e-01,-1.110617e-01
10980,5.49e-08,4.975781e-01,3.088692e-01,3.674063e-02
11000,5.5e-08,4.987241e-01,3.988545e-01,-5.543059e-02
11020,5.51e-08,4.942424e-01,6.050816e-01,-8.243210e-02
11040,5.52e-08,4.872173e-01,4.089963e-01,-1.960739e-01
11060,5.53e-08,4.931546e-01,4.786178e-01,-1.320329e-01
11080,5.54e-08,5.029724e-01,5.318449e-01,-1.453698e-01
11100,5.55e-08,5.070662e-01,3.750796e-01,-2.525353e-01
11120,5.56e-08,5.106215e-01,4.878164e-01,-5.592596e-02
11140,5.57e-08,5.196523e-01,3.158575e-01,-9.401003e-02
11160,5.58e-08,5.264880e-01,4.677731e-01,-9.171257e-02
11180,5.59e-08,5.442454e-01,4.975277e-01,-1.885319e-01
11200,5.6e-08,5.735522e-01,5.355120e-01,-1.566282e-01
11220,5.61e-08,5.922570e-01,3.437797e-01,1.949661e-02
11240,5.62e-08,6.043191e-01,5.233309e-01,-1.424967e-01
11260,5.63e-08,6.243517e-01,4.694205e-01,-7.630146e-02
11280,5.64e-08,6.498197e-01,6.143822e-01,-3.447369e-02
11300,5.65e-08,6.683310e-01,5.790659e-01,-1.338191e-01
11320,5.66e-08,6.625024e-01,4.817817e-01,-2.271537e-01
11340,5.67e-08,6.497607e-01,5.135763e-01,-9.441739e-02
11360,5.68e-08,6.492106e-01,5.740879e-01,-6.454308e-02
11380,5.69e-08,6.490829e-01,4.920927e-01,-1.369734e-02
11400,5.7e-08,6.323155e-01,5.383562e-01,-7.603905e-02
11420,5.71e-08,6.040657e-01,4.922345e-01,3.674788e-02
11440,5.72e-08,5.730274e-01,5.213900e-01,-1.696773e-01
11460,5.73e-08,5.573156e-01,4.683273e-01,-1.470653e-01
11480,5.74e-08,5.455211e-01,4.224684e-01,-1.257317e-01
11500,5.75e-08,5.333930e-01,2.510067e-01,-1.651426e-01
11520,5.76e-08,5.129449e-01,5.217450e-01,-6.494703e-02
11540,5.77e-08,4.969690e-01,4.108748e-01,2.573741e-02
11560,5.78e-08,4.972370e-01,4.157332e-01,-5.522538e-02
11580,5.79e-08,5.015318e-01,5.787364e-01,-5.334127e-02
11600,5.8e-08,4.975986e-01,3.520809e-01,-1.372153e-01
11620,5.81e-08,4.975656e-01,4.347520e-01,-3.240976e-02
11640,5.82e-08,4.979393e-01,3.569342e-01,-1.451652e-01
11660,5.83e-08,4.983760e-01,3.446719e-01,-1.675328e-01
11680,5.84e-08,5.013236e-01,4.187581e-01,-1.092951e-01
11700,5.85e-08,5.126870e-01,4.742451e-01,-1.497245e-01
11720,5.86e-08,5.187585e-01,4.447401e-01,3.889786e-02
11740,5.87e-08,5.241640e-01,4.477154e-01,-1.733195e-01
11760,5.88e-08,5.301156e-01,4.836024e-01,4.075465e-02
11780,5.89e-08,5.474458e-01,5.470875e-01,4.669984e-03
11800,5.9e-08,5.670913e-01,4.328229e-01,-5.424904e-02
11820,5.91e-08,5.842593e-01,4.302858e-01,-1.899467e-01
11840,5.92e-08,5.989700e-01,5.468362e-01,-1.000091e-01
11860,5.93e-08,6.148221e-01,2.656789e-01,-1.602891e-01
11880,5.94e-08,6.347224e-01,4.470768e-01,-1.348203e-01
11900,5.95e-08,6.436585e-01,5.491242e-01,-2.432029e-01
11920,5.96e-08,6.376474e-01,4.840587e-01,-1.468623e-02
11940,5.97e-08,6.258952e-01,4.450952e-01,-1.787086e-01
11960,5.98e-08,6.256819e-01,3.674544e-01,-2.259484e-01
11980,5.99e-08,6.241505e-01,3.805828e-01,2.088362e-02
12000,6e-08,6.084845e-01,4.556735e-01,-3.881953e-02
12020,6.01e-08,5.798158e-01,3.353248e-01,-1.154595e-01
12040,6.02e-08,5.622420e-01,3.818892e-01,-5.204214e-02
12060,6.03e-08,5.489738e-01,3.470109e-01,2.259582e-02
12080,6.04e-08,5.400356e-01,3.307652e-01,-2.246447e-01
12100,6.05e-08,5.249912e-01,4.051974e-01,-2.805002e-01
12120,6.06e-08,5.158283e-01,3.597101e-01,-1.332464e-01
12140,6.07e-08,5.086172e-01,3.892049e-01,-1.813450e-01
12160,6.08e-08,5.024273e-01,2.538186e-01,-1.213458e-01
12180,6.09e-08,5.075200e-01,4.006892e-01,-1.082344e-01
12200,6.1e-08,5.071903e-01,1.689408e-01,-1.209827e-01
12220,6.11e-08,5.003476e-01,5.565382e-01,-1.430237e-01
12240,6.12e-08,5.013350e-01,4.390395e-01,-9.066125e-02
12260,6.13e-08,5.054960e-01,5.149975e-01,-5.839846e-02
12280,6.14e-08,5.132482e-01,4.836972e-01,-1.139788e-01
12300,6.15e-08,5.149302e-01,4.535805e-01,-1.038956e-01
12320,6.16e-08,5.164677e-01,5.493112e-01,-1.359590e-02
12340,6.17e-08,5.240813e-01,4.343968e-01,-2.053154e-01
12360,6.18e-08,5.303076e-01,5.248758e-01,-2.865344e-02
12380,6.19e-08,5.422879e-01,5.488576e-01,-1.764970e-01
12400,6.2e-08,5.562387e-01,4.704528e-01,-1.909682e-01
12420,6.21e-08,5.674758e-01,4.094173e-01,-1.678845e-01
12440,6.22e-08,5.790868e-01,5.402623e-01,1.089519e-02
12460,6.23e-08,5.957519e-01,5.601884e-01,-1.641027e-01
12480,6.24e-08,6.095089e-01,3.921359e-01,-1.204351e-01
12500,6.25e-08,6.138574e-01,3.853298e-01,3.539122e-02
12520,6.26e-08,6.125502e-01,4.501874e-01,-8.166656e-02
12540,6.27e-08,6.071742e-01,5.344884e-01,1.035651e-02
12560,6.28e-08,6.043426e-01,3.579890e-01,-6.845482e-02
12580,6.29e-08,6.004713e-01,4.022365e-01,-1.669540e-01
12600,6.3e-08,5.929918e-01,3.797353e-01,-2.277033e-01
12620,6.31e-08,5.739861e-01,6.081743e-01,-1.626902e-01
12640,6.32e-08,5.606906e-01,3.652924e-01,-5.038662e-02
12660,6.33e-08,5.499073e-01,4.218374e-01,-9.052474e-02
12680,6.34e-08,5.395024e-01,3.908756e-01,-8.215781e-03
12700,6.35e-08,5.295498e-01,3.682317e-01,-1.137658e-01
12720,6.36e-08,5.197041e-01,3.848340e-01,-1.032737e-01
12740,6.37e-08,5.130681e-01,5.443853e-01,-8.434961e-04
12760,6.38e-08,5.114410e-01,4.878512e-01,-9.170347e-02
12780,6.39e-08,5.100328e-01,2.473492e-01,-9.124489e-02
12800,6.4e-08,5.083734e-01,3.463763e-01,-3.494054e-02
12820,6.41e-08,5.056266e-01,4.418287e-01,-1.269112e-01
12840,6.42e-08,5.067019e-01,4.552726e-01,-1.552291e-01
12860,6.43e-08,5.090413e-01,6.064733e-01,-9.349903e-02
12880,6.44e-08,5.129514e-01,3.340801e-01,-1.138289e-01
12900,6.45e-08,5.149740e-01,5.779343e-01,-1.155981e-01
12920,6.46e-08,5.173011e-01,4.609721e-01,-8.048759e-02
12940,6.47e-08,5.251681e-01,4.976282e-01,1.314485e-02
12960,6.48e-08,5.296539e-01,4.027517e-01,-2.870751e-01
12980,6.49e-08,5.322699e-01,5.531419e-01,-2.369249e-01
13000,6.5e-08,5.385873e-01,4.561734e-01,-1.550881e-01
13020,6.51e-08,5.476013e-01,4.998353e-01,-1.881494e-02
13040,6.52e-08,5.600868e-01,2.268235e-01,-2.723914e-01
13060,6.53e-08,5.717221e-01,3.490598e-01,-1.809821e-01
13080,6.54e-08,5.767922e-01,5.522800e-01,2.628542e-02
13100,6.55e-08,5.843224e-01,6.346494e-01,-1.460754e-01
13120,6.56e-08,5.859503e-01,4.504706e-01,-5.816871e-02
13140,6.57e-08,5.881099e-01,5.371192e-01,6.697394e-02
13160,6.58e-08,5.875592e-01,5.593452e-01,-7.017219e-02
13180,6.59e-08,5.811136e-01,5.404301e-01,-1.421585e-01
13200,6.6e-08,5.767191e-01,5.226191e-01,-3.634660e-03
13220,6.61e-08,5.648519e-01,5.592824e-01,8.172832e-02
13240,6.62e-08,5.584385e-01,4.123110e-01,-2.520886e-01
13260,6.63e-08,5.555136e-01,4.907174e-01,1.205976e-02
13280,6.64e-08,5.466087e-01,4.567361e-01,-1.471081e-01
13300,6.65e-08,5.277160e-01,5.607510e-01,-8.055150e-02
13320,6.66e-08,5.225905e-01,6.385862e-01,-2.015234e-01
13340,6.67e-08,5.230262e-01,5.776153e-01,-4.511437e-02
13360,6.68e-08,5.216860e-01,4.514626e-01,-1.485295e-01
13380,6.69e-08,5.129232e-01,4.509345e-01,9.547967e-03
13400,6.7e-08,5.063677e-01,6.119217e-01,3.855282e-03
13420,6.71e-08,5.081335e-01,6.301253e-01,-5.706441e-02
13440,6.72e-08,5.170131e-01,4.372739e-01,-2.753296e-01
13460,6.73e-08,5.148874e-01,5.930822e-01,-1.110183e-01
13480,6.74e-08,5.091467e-01,6.886989e-01,-1.354377e-01
13500,6.75e-08,5.082241e-01,6.390120e-01,1.080938e-02
13520,6.76e-08,5.134065e-01,3.542627e-01,-8.945584e-02
13540,6.77e-08,5.219677e-01,5.868881e-01,8.615688e-03
13560,6.78e-08,5.230077e-01,6.259423e-01,-3.001890e-02
13580,6.79e-08,5.225567e-01,4.669945e-01,-3.935476e-03
13600,6.8e-08,5.214656e-01,5.566846e-01,-1.127352e-01
13620,6.81e-08,5.289963e-01,4.289437e-01,4.502842e-02
13640,6.82e-08,5.402281e-01,3.544049e-01,-1.272554e-01
13660,6.83e-08,5.447869e-01,4.914456e-01,-6.936784e-02
13680,6.84e-08,5.457957e-01,5.669845e-01,-1.198723e-01
13700,6.85e-08,5.512867e-01,5.639341e-01,4.907621e-03
13720,6.86e-08,5.618972e-01,5.289420e-01,-2.599925e-01
13740,6.87e-08,5.652443e-01,6.958186e-01,5.840563e-02
13760,6.88e-08,5.671936e-01,6.080091e-01,2.138064e-02
13780,6.89e-08,5.666574e-01,5.137594e-01,-1.183271e-01
13800,6.9e-08,5.569274e-01,5.325820e-01,9.946904e-02
13820,6.91e-08,5.590784e-01,5.292265e-01,1.185375e-01
13840,6.92e-08,5.577144e-01,5.447066e-01,1.711793e-03
13860,6.93e-08,5.510658e-01,3.720955e-01,5.900684e-02
13880,6.94e-08,5.415502e-01,5.469941e-01,7.989379e-02
13900,6.95e-08,5.362816e-01,6.676693e-01,-4.264516e-02
13920,6.96e-08,5.344653e-01,4.843750e-01,3.085074e-02
13940,6.97e-08,5.303133e-01,6.481588e-01,-6.850906e-02
13960,6.98e-08,5.258837e-01,6.967365e-01,-1.545296e-01
13980,6.99e-08,5.165312e-01,5.846730e-01,1.220878e-03
14000,7e-08,5.177801e-01,5.691174e-01,5.119259e-02
14020,7.01e-08,5.211069e-01,4.269329e-01,8.717848e-02
14040,7.02e-08,5.167053e-01,5.885161e-01,-4.395375e-02
14060,7.03e-08,5.140384e-01,5.347633e-01,3.305247e-02
14080,7.04e-08,5.102450e-01,6.773573e-01,1.093520e-01
14100,7.05e-08,5.130164e-01,4.908073e-01,-7.639140e-02
14120,7.06e-08,5.213037e-01,5.984250e-01,7.056817e-02
14140,7.07e-08,5.199986e-01,6.554362e-01,5.226452e-02
14160,7.08e-08,5.150915e-01,6.088868e-01,-4.942244e-02
14180,7.09e-08,5.144461e-01,6.288546e-01,8.273777e-02
14200,7.1e-08,5.176751e-01,4.299932e-01,2.318826e-02
14220,7.11e-08,5.273528e-01,5.536774e-01,1.548895e-01
14240,7.12e-08,5.277863e-01,5.225264e-01,1.640095e-01
14260,7.13e-08,5.254216e-01,4.443942e-01,9.710413e-02
14280,7.14e-08,5.266920e-01,5.075245e-01,5.370608e-02
14300,7.15e-08,5.304191e-01,4.365388e-01,-8.898675e-02
14320,7.16e-08,5.393187e-01,4.713659e-01,3.939871e-02
14340,7.17e-08,5.431079e-01,6.201583e-01,-9.399138e-02
14360,7.18e-08,5.399594e-01,6.498842e-01,-1.570097e-01
14380,7.19e-08,5.391923e-01,5.991820e-01,8.414444e-02
14400,7.2e-08,5.467697e-01,6.306457e-01,1.132762e-02
14420,7.21e-08,5.506283e-01,3.966351e-01,-3.102172e-02
14440,7.22e-08,5.493128e-01,5.083634e-01,1.296962e-01
14460,7.23e-08,5.438446e-01,4.427671e-01,3.624720e-02
14480,7.24e-08,5.449956e-01,5.947417e-01,2.209253e-01
14500,7.25e-08,5.430490e-01,4.294784e-01,8.379984e-02
14520,7.26e-08,5.371594e-01,6.698100e-01,7.592055e-03
14540,7.27e-08,5.338725e-01,6.161763e-01,-3.516700e-02
14560,7.28e-08,5.322192e-01,4.717008e-01,1.110799e-01
14580,7.29e-08,5.297598e-01,6.747947e-01,1.597498e-01
14600,7.3e-08,5.268947e-01,5.676034e-01,-1.051996e-01
14620,7.31e-08,5.219252e-01,6.590075e-01,5.020531e-02
14640,7.32e-08,5.198355e-01,4.970548e-01,-2.491636e-02
14660,7.33e-08,5.167145e-01,4.023319e-01,1.836813e-01
14680,7.34e-08,5.151438e-01,4.380942e-01,2.027114e-02
14700,7.35e-08,5.204074e-01,4.832777e-01,3.271867e-02
14720,7.36e-08,5.228285e-01,4.639393e-01,2.306433e-02
14740,7.37e-08,5.140686e-01,5.610488e-01,1.873467e-01
14760,7.38e-08,5.122504e-01,5.311662e-01,3.430494e-02
14780,7.39e-08,5.160609e-01,5.847391e-01,-1.611795e-02
14800,7.4e-08,5.221514e-01,4.897451e-01,-2.515450e-02
14820,7.41e-08,5.259190e-01,3.693704e-01,5.404039e-02
14840,7.42e-08,5.176194e-01,4.170254e-01,-3.852100e-05
14860,7.43e-08,5.172744e-01,4.477857e-01,-7.101747e-02
14880,7.44e-08,5.203620e-01,4.281371e-01,1.100855e-01
14900,7.45e-08,5.230555e-01,4.976020e-01,2.026287e-01
14920,7.46e-08,5.239620e-01,5.392756e-01,1.021735e-01
14940,7.47e-08,5.226563e-01,4.745348e-01,4.618480e-02
14960,7.48e-08,5.209801e-01,5.260412e-01,-2.804198e-02
14980,7.49e-08,5.263128e-01,6.609401e-01,6.967170e-02
15000,7.5e-08,5.313607e-01,3.839929e-01,4.581077e-02
15020,7.51e-08,5.288712e-01,5.349934e-01,8.156328e-02
15040,7.52e-08,5.286945e-01,3.776388e-01,-4.866103e-02
15060,7.53e-08,5.304780e-01,6.178702e-01,-1.204899e-02
15080,7.54e-08,5.374225e-01,3.212091e-01,1.421516e-01
15100,7.55e-08,5.352968e-01,4.890361e-01,-8.419721e-02
15120,7.56e-08,5.342289e-01,3.741971e-01,5.462421e-02
15140,7.57e-08,5.339854e-01,4.439642e-01,1.256611e-01
15160,7.58e-08,5.358827e-01,4.609030e-01,-1.145406e-01
15180,7.59e-08,5.343375e-01,2.585621e-01,4.936435e-02
15200,7.6e-08,5.318041e-01,4.758769e-01,1.374520e-02
15220,7.61e-08,5.295610e-01,4.960054e-01,4.428565e-02
15240,7.62e-08,5.264041e-01,4.949335e-01,2.402529e-02
15260,7.63e-08,5.277027e-01,4.622184e-01,6.107127e-02
15280,7.64e-08,5.304669e-01,3.712467e-01,-1.401421e-01
15300,7.65e-08,5.262409e-01,4.174254e-01,-2.187937e-02
15320,7.66e-08,5.191485e-01,3.207973e-01,-2.147111e-02
15340,7.67e-08,5.183840e-01,4.480645e-01,1.658494e-01
15360,7.68e-08,5.194030e-01,3.397089e-01,5.757407e-02
15380,7.69e-08,5.204031e-01,4.439367e-01,4.528119e-03
15400,7.7e-08,5.225109e-01,5.356007e-01,-1.333366e-01
15420,7.71e-08,5.169218e-01,5.070886e-01,2.146140e-02
15440,7.72e-08,5.180331e-01,2.745808e-01,-2.953329e-02
15460,7.73e-08,5.175674e-01,4.830868e-01,-9.457784e-02
15480,7.74e-08,5.187001e-01,4.636470e-01,1.066966e-02
15500,7.75e-08,5.163457e-01,4.260385e-01,1.853806e-02
15520,7.76e-08,5.144511e-01,5.654346e-01,1.167341e-01
15540,7.77e-08,5.179602e-01,4.196354e-01,1.043329e-01
15560,7.78e-08,5.181925e-01,4.971542e-01,-6.342624e-02
15580,7.79e-08,5.191318e-01,3.970964e-01,1.267172e-02
15600,7.8e-08,5.177690e-01,3.857487e-01,5.998064e-02
15620,7.81e-08,5.201393e-01,3.692050e-01,-6.498229e-03
15640,7.82e-08,5.181520e-01,3.482336e-01,-1.197882e-01
15660,7.83e-08,5.195863e-01,5.254986e-01,1.067064e-01
15680,7.84e-08,5.183618e-01,5.607730e-01,-5.117320e-02
15700,7.85e-08,5.225932e-01,3.229060e-01,1.461204e-02
15720,7.86e-08,5.224604e-01,4.828734e-01,1.698710e-01
15740,7.87e-08,5.210828e-01,3.358235e-01,1.004849e-01
15760,7.88e-08,5.263048e-01,4.581833e-01,-7.067358e-02
15780,7.89e-08,5.269738e-01,5.364612e-01,5.194888e-02
15800,7.9e-08,5.275231e-01,4.666473e-01,1.647341e-02
15820,7.91e-08,5.242781e-01,4.683641e-01,1.931138e-02
15840,7.92e-08,5.232120e-01,3.852705e-01,1.646793e-01
15860,7.93e-08,5.291191e-01,4.076177e-01,1.229557e-01
15880,7.94e-08,5.250558e-01,4.049141e-01,1.388773e-01
15900,7.95e-08,5.253943e-01,2.672997e-01,3.924054e-02
15920,7.96e-08,5.291994e-01,4.894857e-01,1.681338e-01
15940,7.97e-08,5.245746e-01,4.457005e-01,7.172510e-02
15960,7.98e-08,5.198548e-01,3.738026e-01,-1.461067e-01
15980,7.99e-08,5.203654e-01,4.973347e-01,7.841364e-02
16000,8e-08,5.205506e-01,5.148537e-01,5.517799e-02
16020,8.01e-08,5.231218e-01,2.763857e-01,-9.465276e-02
16040,8.02e-08,5.164621e-01,5.826313e-01,1.143818e-01
16060,8.03e-08,5.167913e-01,4.033149e-01,9.274318e-02
16080,8.04e-08,5.152385e-01,4.411924e-01,1.969858e-01
16100,8.05e-08,5.168487e-01,5.222000e-01,1.448440e-02
16120,8.06e-08,5.162022e-01,4.325555e-01,1.135970e-02
16140,8.07e-08,5.174479e-01,6.530957e-01,2.857963e-02
16160,8.08e-08,5.154269e-01,3.910221e-01,-1.037689e-01
16180,8.09e-08,5.097830e-01,4.071672e-01,6.487220e-02
16200,8.1e-08,5.137801e-01,5.065287e-01,-1.346748e-01
