cycle,time,phi1,Ex1,Ey1
805080,4.0254e-06,6.298940e-01,2.802969e-01,3.696859e-01
805100,4.0255e-06,6.289052e-01,4.587772e-01,1.619679e-01
805120,4.0256e-06,6.350505e-01,5.300041e-01,4.302254e-01
805140,4.0257e-06,6.320656e-01,2.369201e-01,1.061211e-01
805160,4.0258e-06,6.270202e-01,5.924487e-01,-3.167844e-02
805180,4.0259e-06,6.313062e-01,4.475570e-01,3.075625e-01
805200,4.026e-06,6.293449e-01,6.542323e-01,3.693769e-01
805220,4.0261e-06,6.315818e-01,3.970546e-01,1.717889e-01
805240,4.0262e-06,6.300635e-01,4.263646e-01,2.513721e-01
805260,4.0263e-06,6.254458e-01,4.461915e-01,-4.734758e-02
805280,4.0264e-06,6.240069e-01,2.493217e-01,2.596973e-01
805300,4.0265e-06,6.276693e-01,5.377243e-01,2.765647e-01
805320,4.0266e-06,6.284239e-01,2.575542e-01,-2.335994e-01
805340,4.0267e-06,6.305043e-01,1.710817e-01,3.414626e-02
805360,4.0268e-06,6.269317e-01,4.743459e-01,2.714256e-01
805380,4.0269e-06,6.289343e-01,2.555240e-01,1.298103e-02
805400,4.027e-06,6.225086e-01,3.539065e-01,2.840645e-01
805420,4.0271e-06,6.188089e-01,2.165288e-01,1.520154e-01
805440,4.0272e-06,6.253620e-01,2.722356e-01,-1.610532e-02
805460,4.0273e-06,6.223421e-01,5.058314e-01,-4.308660e-03
805480,4.0274e-06,6.236288e-01,4.879787e-01,1.003530e-01
805500,4.0275e-06,6.262084e-01,4.711978e-01,1.693383e-01
805520,4.0276e-06,6.241250e-01,5.915801e-02,1.765294e-01
805540,4.0277e-06,6.229033e-01,2.615200e-01,4.641232e-02
805560,4.0278e-06,6.260664e-01,3.037933e-01,3.733998e-01
805580,4.0279e-06,6.267684e-01,4.134645e-01,2.791663e-01
805600,4.028e-06,6.250102e-01,4.505367e-01,1.181706e-01
805620,4.0281e-06,6.165157e-01,6.267105e-01,2.492532e-01
805640,4.0282e-06,6.231720e-01,5.400591e-01,-4.306380e-03
805660,4.0283e-06,6.397811e-01,4.845121e-01,-2.435238e-02
805680,4.0284e-06,6.308641e-01,4.444550e-01,7.264335e-02
805700,4.0285e-06,6.305788e-01,3.833601e-01,5.396388e-02
805720,4.0286e-06,6.322170e-01,3.447926e-01,2.301691e-01
805740,4.0287e-06,6.275674e-01,5.205517e-01,2.701768e-01
805760,4.0288e-06,6.349704e-01,4.343821e-01,9.275059e-02
805780,4.0289e-06,6.277706e-01,5.605559e-01,2.236943e-01
805800,4.029e-06,6.217772e-01,4.662687e-01,-1.601203e-01
805820,4.0291e-06,6.327674e-01,3.788673e-01,2.276230e-02
805840,4.0292e-06,6.298486e-01,3.401391e-01,1.374381e-01
805860,4.0293e-06,6.248161e-01,3.232179e-01,2.149432e-01
805880,4.0294e-06,6.265808e-01,3.444993e-01,-1.516301e-02
805900,4.0295e-06,6.240209e-01,4.689640e-01,2.417032e-01
805920,4.0296e-06,6.249419e-01,4.066699e-01,1.782401e-02
805940,4.0297e-06,6.220739e-01,4.514819e-01,-2.291430e-01
805960,4.0298e-06,6.231670e-01,5.415745e-01,-1.622742e-01
805980,4.0299e-06,6.276023e-01,5.381712e-01,-2.996137e-03
806000,4.03e-06,6.209757e-01,2.949206e-01,-1.566937e-02
806020,4.0301e-06,6.230430e-01,3.847919e-01,-1.413209e-01
806040,4.0302e-06,6.289328e-01,2.492930e-01,-5.583932e-02
806060,4.0303e-06,6.270049e-01,6.517283e-01,2.196642e-02
806080,4.0304e-06,6.204275e-01,4.520568e-01,1.208470e-01
806100,4.0305e-06,6.203211e-01,6.140215e-01,2.681857e-01
806120,4.0306e-06,6.153070e-01,5.822690e-01,1.919480e-02
806140,4.0307e-06,6.229485e-01,1.016581e-01,-1.908469e-02
806160,4.0308e-06,6.228298e-01,3.486159e-01,6.328381e-02
806180,4.0309e-06,6.204615e-01,2.977542e-01,2.548627e-01
806200,4.031e-06,6.261146e-01,5.339674e-01,1.277739e-01
806220,4.0311e-06,6.277217e-01,3.883982e-01,1.897375e-01
806240,4.0312e-06,6.269286e-01,4.915903e-01,1.765778e-02
806260,4.0313e-06,6.225210e-01,2.698318e-01,1.904624e-01
806280,4.0314e-06,6.209722e-01,5.367426e-01,-5.306857e-02
806300,4.0315e-06,6.303705e-01,7.450067e-01,1.016160e-01
806320,4.0316e-06,6.304960e-01,5.376558e-01,-1.066886e-01
806340,4.0317e-06,6.282434e-01,8.180693e-01,1.639692e-02
806360,4.0318e-06,6.231225e-01,5.387105e-01,-3.633268e-02
806380,4.0319e-06,6.236893e-01,2.961675e-01,-1.229806e-01
806400,4.032e-06,6.346058e-01,3.824114e-01,-1.381197e-01
806420,4.0321e-06,6.253404e-01,3.423506e-01,-3.749596e-02
806440,4.0322e-06,6.252003e-01,7.787996e-01,2.264386e-01
806460,4.0323e-06,6.300159e-01,6.017829e-01,2.706808e-02
806480,4.0324e-06,6.293368e-01,4.122019e-01,1.692248e-01
806500,4.0325e-06,6.330096e-01,6.359477e-01,1.622518e-01
806520,4.0326e-06,6.245793e-01,4.110399e-01,9.359792e-02
806540,4.0327e-06,6.320124e-01,5.503740e-01,9.059118e-02
806560,4.0328e-06,6.270500e-01,5.587545e-01,1.569730e-02
806580,4.0329e-06,6.250826e-01,5.605637e-01,-1.059016e-01
806600,4.033e-06,6.260504e-01,8.116675e-01,7.003587e-02
806620,4.0331e-06,6.273900e-01,6.366355e-01,-7.596654e-02
806640,4.0332e-06,6.253633e-01,4.224724e-01,-2.174307e-01
806660,4.0333e-06,6.290315e-01,6.172661e-01,-6.209203e-02
806680,4.0334e-06,6.248990e-01,6.667041e-01,1.976995e-01
806700,4.0335e-06,6.284811e-01,5.301859e-01,-5.091061e-02
806720,4.0336e-06,6.245987e-01,6.328103e-01,-2.728001e-02
806740,4.0337e-06,6.231338e-01,4.953800e-01,1.297831e-01
806760,4.0338e-06,6.217779e-01,5.042968e-01,2.635567e-01
806780,4.0339e-06,6.164331e-01,7.092337e-01,3.999198e-02
806800,4.034e-06,6.242003e-01,5.401588e-01,-1.962445e-02
806820,4.0341e-06,6.302283e-01,4.569765e-01,-3.402078e-02
806840,4.0342e-06,6.238434e-01,4.692609e-01,1.964216e-01
806860,4.0343e-06,6.202240e-01,2.663893e-01,-2.849525e-02
806880,4.0344e-06,6.173001e-01,5.930873e-01,1.294359e-03
806900,4.0345e-06,6.335801e-01,4.369489e-01,4.538874e-02
806920,4.0346e-06,6.324638e-01,5.832184e-01,5.570314e-02
806940,4.0347e-06,6.226496e-01,4.811248e-01,-7.745285e-02
806960,4.0348e-06,6.251005e-01,2.870570e-01,-1.554800e-02
806980,4.0349e-06,6.276664e-01,4.934345e-01,9.551649e-03
807000,4.035e-06,6.351410e-01,4.986133e-01,1.127613e-01
807020,4.0351e-06,6.327441e-01,4.850032e-01,-1.035830e-01
